,date_time,average_cases_7
0,2020-02-21,0.14285714285714285
1,2020-02-28,0.5714285714285714
2,2020-03-06,4.714285714285714
3,2020-03-13,8.285714285714286
4,2020-03-20,66.57142857142857
5,2020-03-27,402.2857142857143
6,2020-04-03,887.1428571428571
7,2020-04-10,1382.7142857142858
8,2020-04-17,1298.5714285714287
9,2020-04-24,1687.857142857143
10,2020-05-01,1629.7142857142858
11,2020-05-08,1699.5714285714287
12,2020-05-15,1254.4285714285713
13,2020-05-22,1121.0
14,2020-05-29,1056.5714285714287
15,2020-06-05,795.1428571428571
16,2020-06-12,577.1428571428571
17,2020-06-19,389.7142857142857
18,2020-06-26,341.2857142857143
19,2020-07-03,280.2857142857143
20,2020-07-10,318.42857142857144
21,2020-07-17,342.0
22,2020-07-24,487.2857142857143
23,2020-07-31,452.14285714285717
24,2020-08-07,397.14285714285717
25,2020-08-14,379.57142857142856
26,2020-08-21,380.14285714285717
27,2020-08-28,418.14285714285717
28,2020-09-04,500.85714285714283
29,2020-09-11,624.4285714285714
30,2020-09-18,779.0
31,2020-09-25,1143.7142857142858
32,2020-10-02,1572.142857142857
33,2020-10-09,2052.1428571428573
34,2020-10-16,2323.1428571428573
35,2020-10-23,2425.0
36,2020-10-30,2746.5714285714284
37,2020-11-06,3233.1428571428573
38,2020-11-13,4196.857142857143
39,2020-11-20,4787.571428571428
40,2020-11-27,5193.857142857143
41,2020-12-04,6044.142857142857
42,2020-12-11,6507.714285714285
43,2020-12-18,6614.142857142857
44,2020-12-25,6675.0
45,2021-01-01,6375.428571428572
46,2021-01-08,7751.714285714285
47,2021-01-15,7726.714285714285
48,2021-01-22,6309.285714285715
49,2021-01-29,5104.428571428572
50,2021-02-05,4060.714285714286
51,2021-02-12,3475.8571428571427
52,2021-02-19,2885.5714285714284
53,2021-02-26,3001.8571428571427
54,2021-03-05,2909.285714285714
55,2021-03-12,3025.1428571428573
56,2021-03-19,3216.285714285714
57,2021-03-26,3873.0
58,2021-04-02,5107.142857142857
59,2021-04-09,6561.285714285715
60,2021-04-16,8445.0
61,2021-04-23,8615.285714285714
62,2021-04-30,7896.285714285715
63,2021-05-07,7800.571428571428
64,2021-05-14,6922.0
65,2021-05-21,5227.714285714285
66,2021-05-28,3673.8571428571427
67,2021-06-04,2452.714285714286
68,2021-06-11,1648.5714285714287
69,2021-06-18,1189.4285714285713
70,2021-06-25,826.5714285714286
71,2021-07-02,622.7142857142857
72,2021-07-09,477.57142857142856
73,2021-07-16,456.0
74,2021-07-23,386.2857142857143
75,2021-07-30,594.1428571428571
76,2021-08-06,864.5714285714286
77,2021-08-13,1508.5714285714287
78,2021-08-20,2125.4285714285716
79,2021-08-27,2733.1428571428573
80,2021-09-03,3385.5714285714284
81,2021-09-10,3754.8571428571427
82,2021-09-17,4302.285714285715
83,2021-09-24,4311.571428571428
84,2021-10-01,4364.714285714285
85,2021-10-08,3857.0
86,2021-10-15,3297.0
87,2021-10-22,2863.285714285714
88,2021-10-29,2373.1428571428573
89,2021-11-05,2243.285714285714
90,2021-11-12,2490.285714285714
91,2021-11-19,2400.0
92,2021-11-26,2590.1428571428573
93,2021-12-03,2957.714285714286
94,2021-12-10,3300.1428571428573
95,2021-12-17,4665.857142857143
96,2021-12-24,10522.714285714286
97,2021-12-31,25344.14285714286
98,2022-01-07,41743.42857142857
99,2022-01-14,37530.0
100,2022-01-21,26789.571428571428
101,2022-01-28,19274.428571428572
102,2022-02-04,14595.42857142857
103,2022-02-11,11145.285714285714
104,2022-02-18,8527.0
105,2022-02-25,6230.285714285715
106,2022-03-04,5916.857142857143
107,2022-03-11,5700.714285714285
108,2022-03-18,5468.428571428572
109,2022-03-25,5886.714285714285
110,2022-04-01,7657.857142857143
111,2022-04-08,9535.0
112,2022-04-15,10143.0
113,2022-04-22,8621.42857142857
114,2022-04-29,8564.285714285714
115,2022-05-06,6149.714285714285
116,2022-05-13,4930.142857142857
117,2022-05-20,3802.714285714286
118,2022-05-27,2714.0
119,2022-06-03,2515.714285714286
120,2022-06-10,1836.5714285714287
121,2022-06-17,427.0
122,2022-06-24,1224.857142857143
123,2022-07-01,2150.1428571428573
